PERFIL,PROFUNDIDAD_cm,COD_LAB,ARENA_porc,LIMO_porc,ARCILLA_porc,TEXTURA_clase,GRAVILLA_porc,RELACION,pH,Al_meq,SAI_porc,CaCO3,CO_porc,N_total,CIC,Ca,Mg,K,Na,BT,SB_porc,RETENCION_P_porc,INDICE_MELANICO,Fe_ACTIVO_porc,Al_ACTIVO_porc,Mn_ppm,Fe_ppm,Zn_ppm,Cu_ppm,B_ppm,S_ppm,P_DISPONIBLE_ppm,GRAVA_porc,ARENA_perc_2,LIMO_perc_2,ARCILLA_perc_2,TEXTURA_clase_2,pF_0,pF_33,pF_100,pF_500,pF_1500,HUMEDAD_perc,DENS_real_gcm3,DENS_ap_gcm3,MACROPORO_perc,MICROPORO_perc,POROSIDAD_TOT_perc
QS-40,0-37,4-08844,,,,,,(1:2),5,6.8,84.7,,10.3,,54.1,0.36,0.16,0.41,0.3,1.2,2.3,75.67,1.531,0.97,1.32,0.06,124,0.24,0.04,2,6.6,4.9,0,46.37,46.47,7.16,F,223.47,153.1,112.8,70.6,69.95,83.15,2,0.5,23.62,51.38,75
QS-40,37-63,4-08845,85.9,10.7,3.4,AF,,(1:1),5.2,1.9,78.8,,4.2,,21.7,0.18,0.06,0.15,0.12,0.51,2.4,78.43,,0.35,1.53,,,,,,,5,0,81.86,13.46,4.68,AF,119.84,81.35,58.09,35.34,34.78,46.57,2.4,0.74,22.22,46.95,69.17
QS-40,63-85,4-08846,84.5,10.2,5.3,AF,,(1:1),5.1,1.3,79.3,,1.6,,11,0.13,0.03,0.04,0.14,0.34,3.1,,,,,,,,,,,35.3,0,88.44,10.69,0.87,A,79.38,48.82,33.04,15.14,14.97,33.85,2.62,0.98,24.09,38.5,62.6
QS-40,85-118,4-08847,,,,,,(1:2),5.2,3.1,85.4,,9.3,,35.3,0.22,0.04,0.1,0.17,0.53,1.5,,,,,,,,,,,ND,0,4.27,95.21,0.52,L,217.79,161.01,128.76,89.17,88.79,72.22,2.11,0.43,20.76,58.86,79.62
QS-40,118-135,4-08848,58.2,28.4,13.4,FA,,(1:1),5,2.8,89.7,,0.44,,9.5,0.16,0.02,0.04,0.1,0.32,3.4,,,,,,,,,,,26,0,54.14,38.33,7.53,FA,20.72,17.45,13.51,9.47,9.01,8.44,,,,,
QS-41,0-35,4-05362,58.6,34.1,7.3,FA*,4.5,(1:1),4.9,2.2,58.8,,7.4,,33.6,1.1,0.12,0.16,0.16,1.5,4.6,95.59,1.701,0.72,1.76,0.01,35.8,0.18,0.72,0.21,2.1,ND,0,42.21,40.16,17.63,F,94.87,81.09,74.72,62.82,46.01,35.08,2.15,0.64,10.2,60.03,70.23
QS-41,35-58,4-05363,58.8,36.1,5.1,FA*,6.3,(1:1),5.8,,,,4,,31.1,1,0.07,0.09,0.18,1.3,4.3,95.78,,0.84,1.76,0.04,31.5,0.04,0.46,0.08,1.4,ND,0,45.51,44.02,10.47,F,115.52,82.91,72.33,61.41,45.75,37.16,2.27,0.69,19.65,49.96,69.6
QS-41,58-77,4-05364,66.8,28,5.2,FA*,4.8,(1:1),5.6,,,,2.2,,31.5,2.4,0.04,0.08,0.19,2.7,8.6,97.02,,0.84,1.84,0.04,19.5,0.06,0.3,ND,1.4,ND,0,48.87,46.69,4.44,FA,122.78,93.77,82.98,70.5,52.92,40.85,2.2,0.68,16.32,52.77,69.09
QS-41,77-130,4-05365,69.4,25.1,5.5,FA*,7,(1:1),5.9,,,,2,,41.8,2.7,0.04,0.07,0.22,3,7.2,,,,,0.04,17.1,0.02,0.2,0.05,2.9,ND,0,56.93,33.47,9.6,FA,162.95,139.89,126.6,114.34,92.86,47.03,2.29,0.52,10.94,66.35,77.29
QS-42,0-17,4-05366,56.7,36.1,7.2,FA*,7.3,(1:1),5.3,0.82,33.9,,6.3,,28,1.1,0.1,0.17,0.23,1.6,5.7,95.73,1.856,1.05,1.71,0.04,9.1,0.04,0.68,0.19,1.2,ND,0,42.33,42.31,15.36,F,126.93,95.44,83.44,61.71,48.93,46.51,2.11,0.51,18.81,57.02,75.83
QS-42,17-50,4-05367,59,35.9,5.1,FA*,5.8,(1:1),5.4,0.52,24.4,,4.9,,29.4,1.1,0.08,0.13,0.3,1.6,5.5,95.31,1.839,1.1,1.77,0.04,21.2,0.06,0.6,0.08,7,ND,0,40.64,46.16,13.2,F,125.05,100,83.89,69.81,50.43,49.57,2.44,0.74,13.96,55.72,69.67
QS-42,50-102,4-05368,63,34,3,FA*,5.8,(1:1),5.5,0.19,0.9,,2.3,,29,1.2,0.05,0.1,0.21,1.6,5.4,92.32,,1.39,1.57,0.02,38.2,0.1,0.72,0.02,5.9,ND,0,50.8,44.04,5.16,FA,137.6,105.3,89.66,73.61,49.01,56.29,2.37,0.53,18.22,59.41,77.64
QS-42,102-150,4-05369,67.9,29,3.1,FA*,5.5,(1:1),5.8,,,,3.4,,38.8,2.6,0.03,0.07,0.2,2.9,7.5,,,,,0.04,17.9,0.06,0.24,0.02,12.2,ND,0,69.89,17.35,12.76,FA,163.32,139.81,124.67,103.34,85.46,54.35,2.3,0.49,11.33,67.37,78.7
QS-43,0-25,4-05640,31.3,32.6,36.1,FAr,,(1:1),5.8,,,,0.98,,18.1,4.6,1.9,0.36,0.02,6.9,38,,,,,72.6,57,2.4,0.64,0.09,1.4,2.2,0,34.03,30.72,35.25,FAr,46.78,36.48,32.99,29.69,25.9,10.58,2.53,1.09,12.56,44.51,57.07
QS-43,25-70,4-05641,43.4,30.7,25.9,F,,(1:1),6.5,,,,0.24,,23,3.5,1.9,0.35,0.12,5.9,25.5,,,,,19.1,24.9,2.9,0.23,0.01,2.3,2.6,0,40.78,40.69,18.53,F,96.65,46.48,43.01,32.35,24.72,21.76,2.47,1.32,24.19,22.41,46.6
QS-43,70-82,4-05642,17.2,57,25.8,FL,,(1:1),6.5,,,,0.08,,13.6,3.5,1.8,0.27,0.1,5.7,41.7,,,,,32.9,20.9,2.1,0.47,0.07,1.4,3,0,21.64,65.48,12.88,FL,93.56,43.23,40.17,22.78,19.02,24.21,2.51,1.43,23.06,19.81,42.87
QS-43,82-110,4-05643,20.8,49.2,30,FAr,,(1:1),6.2,,,,0.08,,17.9,3.8,1.9,0.3,0.14,6.1,34.3,,,,,13.9,108,0.33,4.7,ND,ND,1.9,0,14.88,65.65,19.47,FL,106.37,49.07,40.13,31.14,23.29,25.77,2.43,1.31,24.93,21.35,46.28
QS-43,110-150,4-05644,13.1,58.5,28.4,FArL,,(1:1),6.4,,,,0.04,,14.4,3.7,1.8,0.3,0.12,5.9,41.1,,,,,3.8,46.6,0.88,0.74,ND,ND,1.3,0,11.45,73.39,15.16,FL,79.54,47.29,45.36,25.21,20.16,27.14,2.58,1.14,22.6,33.15,55.75
QS-44,0-30,4-05645,31.1,36.4,32.5,FAr,,(1:1),5.8,,,,1.3,,18.6,8.3,4.6,0.19,0.16,13.3,71.2,,,,,4.1,64,0.82,0.63,0.07,0.65,24.2,0,35.72,38.11,26.17,F,43.32,29.82,24.76,19.42,17.12,12.7,2.55,1.36,14.5,32.02,46.52
QS-44,30-45,4-05646,64.3,14.2,21.5,FArA,,(1:1),6.2,,,,0.13,,11.5,5.2,4.8,0.21,0.16,10.4,90.2,,,,,5.6,45.2,3.4,0.41,0.05,ND,6.3,0,67.18,12.72,20.1,FArA,61.25,27.41,21.22,16.81,15.07,12.34,2.56,1.43,24.37,19.73,44.1
QS-44,45-80,4-05647,35.3,34.9,29.8,FAr,,(1:1),6.2,,,,0.29,,16.7,7.7,5.5,0.22,0.14,13.6,81.2,,,,,55.1,130,1.5,1.8,0.09,ND,0.57,0,42.64,32.77,24.59,F,60.5,28.76,22.3,17.23,14.15,14.61,2.59,1.47,22.59,20.47,43.07
QS-44,80-120,4-05648,22.3,37.3,40.4,Ar,,(1:1),6,,,,0.67,,21.7,9.6,6.2,0.22,0.13,16.2,74.4,,,,,18.7,93.8,0.39,0.74,0.05,ND,ND,0,22.78,44.76,32.46,FAr,67.49,36.98,27.81,22.02,20.01,16.96,2.6,1.35,21.72,26.32,48.04
QS-44,120-150,4-05649,41.7,28.4,29.9,FAr,,(1:1),6.3,,,,0.17,,14.2,5.3,5.6,0.23,0.1,11.2,79.1,,,,,5.5,39.7,0.45,0.49,0.03,ND,18.2,0,44.61,30.78,24.61,F,64.45,27.8,24.62,20,17.41,10.39,2.63,1.52,23.91,18.14,42.05
QS-45,0-18,4-05650,26.6,29,44.4,Ar,,(1:1),5.6,,,,1.8,,22,4.4,2.1,0.91,0.11,7.5,34.2,,,,,40.1,45.1,1,2.2,0.15,2.2,4.4,0,26.87,26.41,46.72,Ar,61.53,43.82,32.52,28.14,25.2,18.62,2.64,1.29,14.76,36.52,51.27
QS-45,18-58,4-05651,20.4,26.8,52.8,Ar,,(1:1),4.8,1.6,37,,0.62,,21,1.3,0.78,0.51,0.13,2.7,13,,,,,6.2,8.1,0.29,0.14,0.11,11.1,2.4,0,16.04,28.01,55.95,Ar,77.24,48.48,37.69,32.81,30.68,17.8,2.52,1.18,19.72,33.26,52.98
QS-45,58-156,4-05652,12.3,37,50.7,Ar,,(1:1),4.8,2.6,55.8,,0.26,,16.9,0.8,0.93,0.07,0.26,2.1,12.2,,,,,9.4,3.2,0.18,0.08,0.17,7.8,6.5,0,13.93,39.71,46.36,Ar,78.88,51.84,46.32,38.62,36.49,15.36,2.55,1.12,19.18,36.77,55.95
QS-45,156-N,4-05653,10.4,49.4,40.2,ArL,,(1:1),5.9,,,,0.13,,13.5,2.2,1.6,0.08,0.22,4.1,30.4,,,,,6.1,3,0.25,0.08,ND,1.7,4,0,14.41,52.87,32.72,FArL,87.86,46.31,42.87,36.72,28.15,18.16,2.56,1.07,27.57,30.73,58.3
QS-46,0-20,4-05654,36.8,35.2,28,FAr,23.6,(1:1),6.3,,,,1.2,,23.7,16.7,11.4,0.28,0.11,28.5,SAT,,,,,48.3,52.1,0.54,4.3,0.11,2.3,4.7,0,39.65,35.67,24.68,F ,42.43,26.57,22.28,19.45,15.27,11.3,2.64,1.48,16.41,27.49,43.9
QS-46,20-65,4-05655,38.5,31.3,30.2,FAr,23.5,(1:1),6.4,,,,0.57,,24.3,16,13.9,0.27,0.2,30.4,SAT,,,,,29.5,32.9,0.41,3.5,0.13,2.7,1.3,46.43,37.57,36.68,25.75,F ,44.6,29.16,26.42,20.7,18.36,10.8,2.59,1.51,14.43,27.23,41.66
QS-46,65-95,4-05656,40.9,35.2,23.9,F,6.9,(1:1),6.1,,,,1.8,,23.9,13,9.5,0.23,0.11,22.8,95.6,,,,,129,130,1.8,7.6,0.07,2.4,4.7,17.77,42.88,35.11,22.01,F ,45.35,30.64,27.2,21.65,19.31,11.33,2.54,1.25,16.51,34.39,50.9
QS-46,95-125,4-05657,43,33.1,23.9,F,,(1:1),6.6,,,,0.79,,23.6,14.4,11.1,0.25,0.15,25.9,SAT,,,,,74.4,49.8,0.72,4.2,0.07,1,1.1,0,43.06,35.08,21.86,F ,40.97,29.41,26.76,21.06,20.38,9.03,2.58,1.42,12.65,32.2,44.85
QS-46,125-150,4-05658,36.6,33.2,30.2,FAr,,(1:1),6.6,,,,0.43,,23.2,14.4,12,0.24,0.21,26.9,SAT,,,,,36.1,31.5,0.37,3.2,0.09,1.9,2,0,41.42,32.24,26.34,F,44.98,29.95,26.15,19.12,17.82,12.13,2.58,1.42,14.96,29.81,44.76
QS-47,0-30,4-08872,65.4,26.5,8.1,FA,,(1:1),5.3,1.4,63.1,,5,,28.9,0.4,0.11,0.11,0.2,0.82,2.8,,,0.58,1.54,1.6,15,0.16,0.36,0.32,1.7,ND,0,55.69,31.76,12.55,FA,97.15,56.58,50.53,40.1,31.4,25.18,2.38,0.94,25.27,35.24,60.5
QS-47,30-41,4-08873,57.2,28.5,14.3,FA,,(1:1),5.3,0.78,56.5,,3.5,,21.5,0.31,0.07,0.1,0.12,0.6,2.8,,,,,,,,,,,ND,0,60.41,32.86,6.73,FA,89.83,51.05,45.69,39.96,28.68,22.37,,,,,
QS-47,41-56,4-08874,63.7,26.2,10.1,FA,,(1:1),5.4,0.33,40.2,,1.6,,17.1,0.27,0.04,0.03,0.15,0.49,2.9,,,,,,,,,,,ND,0,68.98,29.1,1.92,FA,68.44,36.03,31.96,24.87,18.35,17.68,2.56,0.99,29.04,32.29,61.33
QS-47,56-70,4-08875,76.3,19.2,4.5,AF,,(1:1),5.5,0.18,28.6,,0.97,,13.7,0.22,0.03,0.03,0.17,0.45,3.3,,,,,,,,,,,2.6,0,73.53,24.2,2.27,AF,67.39,34.73,31.14,24.72,18.26,16.47,2.61,1.06,28.78,30.61,59.39
QS-47,70-150,4-08876,63,26.2,10.8,FA,,(1:1),5.7,,,,0.84,,15.2,0.24,0.03,0.05,0.16,0.48,3.2,,,,,,,,,,,ND,0,73.59,24.16,2.25,AF,85.92,44.18,39.69,31.93,28.33,15.85,2.46,1.23,24.29,25.71,50
QS-48,0-35,4-08882,50.2,31.3,18.5,F,,(1:1),5.8,,,,4.4,,22.7,1.8,1.2,0.6,0.29,3.9,17.1,,,0.64,1.5,1.3,117,1.6,2,0.61,4.4,7.4,0,54,29.27,16.73,FA,103.3,55.87,48.76,38.65,38.04,17.83,2.38,0.87,29.13,34.31,63.45
QS-48,35-55,4-08883,54.9,24.7,20.4,FArA,,(1:1),5.9,,,,1.4,,15.9,1.8,0.45,0.79,0.12,3.2,19.9,,,,,,,,,,,9.2,0,65.82,23.66,7.52,FA,58.73,30.99,28.22,24.66,20.06,10.93,2.47,1.03,27.54,30.76,58.3
QS-48,55-80,4-08884,52.5,25,22.5,FArA,,(1:1),6,,,,2,,16.5,2.7,0.34,0.84,0.12,4,24.2,,,,,,,,,,,17.1,0,51.02,36.04,12.94,F,66.07,34.5,31.86,27.84,22.1,12.4,2.5,0.31,41.86,45.74,87.6
QS-48,80-100,4-08885,50.5,24.9,24.6,FArA,,(1:1),6.1,,,,0.82,,15.9,2.5,0.22,1.3,0.21,4.2,26.6,,,,,,,,,,,19.3,0,53.95,30.65,15.4,FA,61.05,34.49,30.77,26.76,21.34,13.15,2.45,1.14,23.26,30.21,53.47
QS-48,100-156,4-08886,49.5,26,24.5,FArA,,(1:1),6.1,,,,0.28,,14.8,2.6,0.73,0.71,0.23,4.3,28.9,,,,,,,,,,,22.4,0,56.57,30.66,12.77,FA,61.62,32.91,30.18,26.23,13.56,19.35,2.53,0.99,28.36,32.51,60.87
QS-49,0-19,4-08859,53.9,32.1,14,FA,,(1:1),5.1,0.45,12.2,,1.9,,8.8,2.1,0.88,0.17,0.08,3.2,36.7,,,,,1.3,185,7,9.4,0.25,4.1,12,0,60.77,31.72,7.51,FA,61.72,14.95,13.42,12.68,8.25,6.7,2.67,1.19,42,13.43,55.43
QS-49,19-31,4-08860,53.9,36.1,10,FA,,(1:1),5.4,0.3,7.2,,2.7,,10.2,2.8,0.82,0.14,0.13,3.9,38.1,,,,,,,,,,,5,0,60.65,30.36,8.99,FA,55.72,16.64,14.77,10.91,7.87,8.77,,,,,
QS-50,0-31,4-08887,64.8,16,19.2,FA*,,(1:1),5.4,1.5,26.3,,6.8,,30,2.3,0.36,1.4,0.15,4.2,14,,,0.63,1.48,0.2,124,0.56,0.8,0.25,4.1,5.6,0,69.52,22.3,8.18,FA,109.29,54.86,47.57,38.08,26.94,27.92,2.3,0.9,43.32,17.55,60.87
QS-50,31-53,4-08888,70.8,14.4,14.8,FA,,(1:1),5.4,0.43,34.7,,1.2,,15.5,0.45,0.14,0.14,0.08,0.81,5.2,,,,,,,,,,,3.2,0,78.28,23.56,6.16,FA,71.02,33.19,29.65,27.92,11.3,21.89,2.5,0.99,32.17,28.23,60.4
QS-50,53-85,4-08889,90.1,3.5,6.4,A,,(1:1),5.5,0.15,27.8,,0.12,,4.1,0.15,0.08,0.06,0.1,0.39,9.5,,,,,,,,,,,216,0,89.99,7.35,2.66,A,38.57,12.23,6.18,5.57,2.75,9.48,,,,,
QS-50,85-112,4-08890,94.2,1.4,4.4,A,11,(1:1),5.4,0.11,19.3,,0.09,,5.5,0.19,0.13,0.04,0.1,0.46,8.4,,,,,,,,,,,140,0,96.65,2.18,1.17,A,50.78,18.24,7.04,4.21,2.92,15.32,,,,,
QS-50,112-135,4-08891,63.6,29.5,6.9,FA,,(1:1),5.6,,,,1.7,,28.4,0.8,0.23,0.06,0.47,1.6,5.5,,,,,,,,,,,ND,0,58.14,38.35,3.51,FA,129.81,79.15,49.16,45.5,30.22,48.93,,,,,
QS-51,0-05,4-05399,17.7,55,27.3,FArL,4.3,(1:1),6.2,,,,0.77,,13.6,8.5,6.5,0.28,0.07,15.4,SAT,11.26,,,,2.5,137,0.66,5.8,0.16,0.57,ND,0,17.8,76.43,5.77,FL,42.61,34.34,30.29,23.92,16.6,17.74,2.56,1.28,9.7,40.3,50
QS-51,5-25,4-05400,12.1,70.9,17,FL,5,(1:1),6.7,,,,0.26,,9.6,9.9,2.1,0.29,0.11,12.4,SAT,6.14,,,,0.78,39.2,0.06,5.7,0.1,0.57,ND,0,15.44,80.57,3.99,L,40.05,35.58,28.14,14.48,10.27,25.31,2.68,1.18,6.25,49.72,55.97
QS-51,25-46,4-05401,35.7,32.9,31.4,FAr,3.6,(1:1),6.7,,,,0.67,,14.5,9.6,3.3,0.44,0.1,13.4,92.7,10.21,,,,3.3,48.4,0.08,3.2,0.1,0.6,ND,0,34.43,61.73,3.84,FL,43.86,29.87,26.74,22.06,18.37,11.5,2.56,1.37,14.83,31.66,46.48
QS-51,46-65,4-05402,34.1,40.8,25.1,F,2.8,(1:1),7,,,,0.23,,10.6,12.4,3.9,0.45,0.16,16.9,SAT,22.92,,,,1.1,26.8,0.14,1.9,0.53,1,ND,0,21.8,77.55,0.65,FL,32.94,27.4,22.71,17.69,13.44,13.96,2.65,1.57,6.85,33.9,40.75
QS-52,0-57,4-05403,36.9,25,38.1,FAr,4.3,(1:1),6.2,,, ,1.9,,21.8,13,2.4,0.35,0.14,15.9,72.9,,,,,2.8,70.5,0.12,0.64,0.12,2.3,ND,0,37.75,25.82,36.43,FAr,51.14,36.55,33.02,28.29,25,11.55,2.33,1.19,13.96,34.97,48.93
QS-52,57-85,4-05404,27.4,23.1,49.5,Ar,4,(1:1),6.3,,, ,1.1,,28.7,12.5,2.5,0.62,0.12,15.7,54.8,,,,,0.54,30.4,0.04,0.4,0.02,2,ND,0,27.67,19.67,52.66,Ar,62.75,49.24,47.97,43.69,37.3,11.94,2.39,1,12.52,45.64,58.13
QS-52,85-120,4-05405,28.5,27.9,43.6,Ar,5.4,(1:1),6.4,,, ,0.53,,28.7,9.5,2.5,0.8,0.15,13,45.1,,,,,0.14,23.7,0.04,0.32,0.02,2.1,ND,0,37.84,52.48,9.68,FL,90.69,64.04,59.79,52.84,45.16,18.88,2.42,0.88,18.7,44.94,63.64
QS-53,0-35,4-05659,64.3,20.3,15.4,FA,,(1:1),5.5,0.06,2.1,,0.6,,10.8,2,0.52,0.06,0.17,2.8,25.5,,,,,18.6,124,0.83,1.1,0.05,3.1,50.8,0,70.75,14.71,14.54,FA,83.78,48.23,43.11,27.79,25.76,22.47,2.45,1.13,22.86,31.01,53.88
QS-53,35-60,4-05660,62.1,20.4,17.5,FA,,(1:1),5.6,,,,0.55,,13.2,2.4,0.87,0.15,0.19,3.6,27.3,,,,,31.7,102,0.65,1.2,ND,1.6,52.1,0,65.91,18.81,15.28,FA,44.3,27.28,24.31,18.87,13.01,14.27,2.58,1.34,18.47,29.6,48.06
QS-53,60-100,4-05661,40.9,33.1,26,F,,(1:1),5.6,,,,1.1,,22,3.9,1.5,0.28,0.27,6,27,,,,,80.3,160,6.5,1.9,0.05,2.8,73.7,0,48.73,27.07,24.2,FArA,78.47,38.72,27.7,22.18,17.56,21.16,2.55,1.26,25.62,24.97,50.59
QS-54,0-40,4-05662,69.8,22.8,7.4,FA,,(1:1),5.6,,,,2.7,,23.3,3.3,0.73,0.71,0.13,4.9,20.9,81.92,,0.63,1.53,4.5,26.7,0.56,1.3,0.22,4,11,0,63.7,22.96,13.34,FA,39.56,31.71,29.74,22.88,16.64,15.08,2.46,0.92,12.4,50.12,62.53
QS-54,40-70,4-05663,55.3,39,5.7,FA,,(1:1),6.2,,,,1.1,,34.5,7.9,0.54,0.08,0.19,8.7,25.2,95.83,,0.85,1.86,1.8,31.8,0.07,0.02,0.31,1.3,4,0,41.67,53.71,4.62,FL,155.8,63.91,61.11,53.89,39.81,24.1,2.46,0.82,39.34,27.36,66.7
QS-54,70-100,4-05664,60.1,36.5,3.4,FA,,(1:1),5.9,,,,1.3,,34.8,6.3,0.49,0.06,0.2,7.1,20.3,,,,,2.4,34.7,0.13,0.04,0.03,0.4,0.87,0,41.95,53.85,4.2,FL,139.57,65.3,57.68,46.2,35.83,29.47,2.38,0.65,38.7,34.02,72.73
QS-55,0-40,4-05665,43.3,32.9,23.8,F,,(1:1),5.2,0.22,4.9,,0.98,,18.2,3.3,0.61,0.23,0.15,4.3,23.6,,,,,22.5,97,0.8,0.45,0.09,2,5.1,0,44.79,27.31,27.9,FAr,74.49,34.49,31.29,23.57,12.36,22.13,2.48,1.07,30.53,26.32,56.85
QS-55,40-50,4-05666,64.8,25.4,9.8,FA,,(1:1),5.5,0.95,14,,0.87,,31.7,4.6,0.87,0.21,0.14,5.8,18.4,,,,,7.8,54.1,0.76,0.15,0.1,3.7,6.4,0,32.18,42.72,25.1,F,147.71,73.16,69.82,59.84,49.53,23.64,2.49,0.89,32.43,31.83,64.26
QS-55,50-85,4-05667,58.1,32.1,9.8,FA,,(1:1),5.7,,,,0.87,,34.3,4.3,0.86,0.2,0.35,5.7,16.6,,,,,4.5,42.8,0.64,0.13,0.07,3.5,2,0,35.27,47.63,17.1,F,133.43,81.36,76.81,65.09,51.31,30.05,,,,,
QS-55,85-120,4-05668,55.7,34.4,9.9,FA,,(1:1),5.8,,,,0.07,,32.1,4.1,0.92,0.21,0.34,5.6,17.4,,,,,3.1,38.9,0.39,0.09,0.01,5,2.8,0,45.88,43.97,10.15,F,155.16,78.76,75.68,59.84,48.48,30.28,,,,,
QS-56,0-65,4-05669,59,32.8,8.2,FA,,(1:1),5.7,,,,1.2,,26.3,7.5,0.53,0.13,0.2,8.4,31.8,,,,,8,110,0.48,0.17,0.12,1.2,6.6,0,41.44,34.26,24.3,F,94.53,43.37,39.41,31.55,26.5,16.87,2.49,0.99,32.61,27.64,60.24
QS-56,65-75,4-05670,66.5,29.4,4.1,FA,,(1:1),6,,,,1.7,,33.8,8.5,0.62,0.07,0.18,9.4,27.7,,,,,4.5,53.3,0.3,0.09,0.05,3.6,3,0,41.99,48.91,9.1,F,137.39,62.7,60.86,50.1,46.87,15.83,2.3,0.61,39.95,33.53,73.48
QS-56,75-120,4-05671,56.2,37.4,6.4,FA,,(1:1),6.2,,,,0.95,,40.4,6.2,0.63,0.07,0.14,7,17.4,,,,,1.1,32.1,0.2,0.09,0.06,0.65,5.5,0,50.03,44.84,5.13,FA,166.57,82.27,74.69,60,54.52,27.76,2.25,0.62,36.66,35.78,72.44
QS-58,0-41,4-08877,52.9,30.9,16.2,FA,,(1:1),5.4,0.75,20.6,,2.2,,19,2.4,0.25,0.13,0.11,2.9,15.2,,,0.56,1.51,0.72,44.9,1.7,4.9,0.15,1.5,33.1,0,53.56,30.38,16.06,FA,67.69,38.26,33.36,24.88,24.03,14.23,2.59,1.34,20.98,27.28,48.26
QS-58,41-58,4-08878,53.2,20.6,26.2,FArA,,(1:1),4.9,2.6,67,,0.67,,13.4,0.88,0.16,0.14,0.1,1.3,9.6,,,,,,,,,,,10.9,0,54.22,26.21,19.57,FA,44.98,29.02,26.01,22.06,19.97,9.05,2.46,1.03,20.63,37.5,58.13
QS-58,58-88,4-08879,57.5,16.3,26.2,FArA,,(1:1),5.1,1.9,41.5,,0.26,,11,2,0.39,0.17,0.12,2.7,24.4,,,,,,,,,,,13.3,0,60.44,18.64,20.92,FArA,46.25,27.16,25.94,22.47,19.78,7.38,2.58,1.28,20.8,29.59,50.39
QS-58,88-109,4-08880,79.9,8.1,12,FA,,(1:1),5.6,,,,0.21,,9.5,1.2,0.11,0.06,0.12,1.5,15.7,,,,,,,,,,,192,0,81.24,10.36,8.4,AF,53.27,23.44,20.61,16.56,12.57,10.87,2.11,1.31,21.23,16.68,37.91
QS-58,109-130,4-08881,84,8.1,7.9,AF,,(1:1),5.8,,,,0.21,,6.6,0.63,0.04,0.04,0.11,0.82,12.4,,,,,,,,,,,183,,,,,,50.05,18.57,13.63,9.88,6.88,11.69,2.61,0.89,41.45,24.45,65.9
QS-59,0-31,4-08867,72.1,19.9,8,FA,,(1:1),5.1,0.72,50.3,,2.4,,20.4,0.46,0.05,0.12,0.08,0.71,3.5,75.52,,0.45,1.25,0.22,17.6,0.28,0.82,0.15,15.6,8.1,0,71.69,19.06,9.25,FA,74.94,32.16,27.7,23.55,17.9,14.26,2.4,0.9,35.68,26.82,62.5
QS-59,31-75,4-08868,76.2,17.8,6,AF,,(1:1),5.5,0.2,27,,0.71,,12,0.26,0.03,0.07,0.18,0.54,4.5,,,0.59,1.53,,,,,,,14.1,0,73.17,24.26,2.57,AF,62.96,30.27,25.66,22.72,16.87,13.4,2.64,0.92,33.83,31.32,65.15
QS-59,75-90,4-08869,78.4,15.7,5.9,AF,,(1:1),5.6,,,,0.34,,11.1,0.28,0.03,0.05,0.1,0.46,4.1,,,,,,,,,,,57.7,0,79.64,17.95,2.41,AF,53.98,22.19,18.66,17.37,12.33,9.86,2.53,0.61,44.69,31.2,75.89
QS-59,90-112,4-08870,83.4,12.4,4.2,AF,,(1:1),5.3,0.14,21.5,,1.4,,24.8,0.25,0.05,0.07,0.14,0.51,2.1,,,,,,,,,,,ND,0,85.94,10.99,3.07,AF,125.48,73.43,67.18,63.28,49.43,24,2.61,1.4,19.23,27.13,46.36
QS-59,112-150,4-08871,78.9,16.9,4.2,AF,,(1:1),5.8,,,,1.2,,26.7,0.64,0.09,0.07,0.21,1,3.8,,,,,,,,,,,ND,0,81.06,18.84,0.1,AF,129.85,73.33,66.84,62.9,52.09,21.24,2.57,0.74,30.99,40.21,71.21
QS-60,0-27,4-08861,63.7,26.2,10.1,FA,,(1:1),5.7,,,,2.6,,16.7,2.8,0.53,0.17,0.18,3.7,22,,,,,0.62,31,1.4,4.4,0.18,1.7,38,0,59.42,26.17,14.41,FA,66.27,37.08,29.77,26.31,20.37,16.71,2.48,1.04,25.58,32.49,58.06
QS-60,27-63,4-08862,61.6,24.1,14.3,FA,,(1:1),5.4,1.1,49.8,,2.3,,18.5,0.66,0.17,0.16,0.12,1.1,6,,,,,,,,,,,21.6,0,59.32,28.32,12.36,FA,63.39,31.86,27.37,24.6,17.63,14.23,2.56,1.08,28.76,29.06,57.81
QS-60,63-76,4-08863,46.7,26.5,26.8,FArA,,(1:1),5.2,2.2,60.1,,1.6,,19.4,0.62,0.27,0.44,0.13,1.5,7.5,,,,,,,,,,,16.5,0,49.01,27.42,23.57,FArA,63.47,38.07,32.18,28.46,22.25,15.82,2.66,0.88,26.78,40.14,66.92
QS-60,76-113,4-08864,40,23.2,36.8,FAr,,(1:1),5.3,1.3,33.1,,0.91,,21.9,1.3,0.39,0.74,0.2,2.6,12,,,,,,,,,,,8.7,0,36.59,29.29,34.12,FAr,66.3,36.17,32.02,29.02,24.92,11.25,2.58,0.91,29.42,35.31,64.73
QS-60,113-142,4-08865,73.4,20.5,6.1,FA,,(1:1),5.3,0.57,23,,0.38,,17.6,1.2,0.2,0.3,0.21,1.9,10.9,,,,,,,,,,,4.5,0,70.24,21.56,8.2,FA,73.57,39.89,34.67,31.66,27.38,12.51,0.22,0.89,29.86,35.37,65.23
